Date,Inverted Position,Trend, Inverted Position
2023-10-10,40.0,Gazy,
2023-10-10,39.0,Pinokio,
2023-10-10,38.0,Miłego,
2023-10-10,37.0,#Pandoragate,
2023-10-10,36.0,Wielgus,
2023-10-10,35.0,Palestyńczyków,
2023-10-10,34.0,#Jedziemy,
2023-10-10,33.0,Pytania,
2023-10-10,32.0,Palestyny,
2023-10-10,31.0,Żydzi,
2023-10-10,30.0,Dobrego,
2023-10-10,29.0,Kraśnika,
2023-10-10,28.0,Gazie,
2023-10-10,27.0,Gaza,
2023-10-10,26.0,Żydów,
2023-10-10,25.0,Pakuj,
2023-10-10,24.0,Porządny,
2023-10-10,23.0,Woronicza,
2023-10-10,22.0,Bezpartyjnych,
2023-10-10,21.0,Palestyńczycy,
2023-10-10,20.0,Egipt,
2023-10-10,19.0,Banda Rudego,
2023-10-10,18.0,Wygrał,
2023-10-10,17.0,Pan Maj,
2023-10-10,16.0,Wypadł,
2023-10-10,15.0,wale miedzeszyńskim,
2023-10-10,14.0,Bliskim Wschodzie,
2023-10-10,13.0,rzońca,
2023-10-10,12.0,libii,
2023-10-10,11.0,Iran,
2023-10-10,10.0,Jadzia,
2023-10-10,9.0,Rachuj,
2023-10-10,8.0,Kochasz,
2023-10-10,7.0,Wazon,
2023-10-10,6.0,Lewica,
2023-10-10,5.0,Madison,
2023-10-10,4.0,Matiego,
2023-10-10,3.0,Grażyna,
2023-10-10,2.0,TVPiS,
2023-10-10,1.0,Cześć,
2023-10-10,50.0,#debata,
2023-10-10,49.0,Morawiecki,
2023-10-10,48.0,Morawiecki,
2023-10-10,47.0,Hołownia,
2023-10-10,46.0,Bosak,
2023-10-10,45.0,Izraela,
2023-10-10,44.0,Hamas,
2023-10-10,43.0,#TylkoPiS,
2023-10-10,42.0,Rachoń,
2023-10-10,41.0,#Pandoragate,
2023-10-10,40.0,Gazy,
2023-10-10,39.0,Pinokio,
2023-10-10,38.0,Wielgus,
2023-10-10,37.0,Palestyńczyków,
2023-10-10,36.0,#Jedziemy,
2023-10-10,35.0,Miłego,
2023-10-10,34.0,Pytania,
2023-10-10,33.0,Palestyny,
2023-10-10,32.0,Krzysztof Maj,
2023-10-10,31.0,Żydzi,
2023-10-10,30.0,Dobrego,
2023-10-10,29.0,Kraśnika,
2023-10-10,28.0,Gazie,
2023-10-10,27.0,Woronicza,
2023-10-10,26.0,Gaza,
2023-10-10,25.0,Porządny,
2023-10-10,24.0,Cześć,
2023-10-10,23.0,Pakuj,
2023-10-10,22.0,Żydów,
2023-10-10,21.0,#crajag,
2023-10-10,20.0,Palestyńczycy,
2023-10-10,19.0,Bezpartyjnych,
2023-10-10,18.0,Madison,
2023-10-10,17.0,Banda Rudego,
2023-10-10,16.0,ibris,
2023-10-10,15.0,Wygrał,
2023-10-10,14.0,Egipt,
2023-10-10,13.0,Wypadł,
2023-10-10,12.0,Pan Maj,
2023-10-10,11.0,wale miedzeszyńskim,
2023-10-10,10.0,Bliskim Wschodzie,
2023-10-10,9.0,rzońca,
2023-10-10,8.0,libii,
2023-10-10,7.0,Jadźka,
2023-10-10,6.0,Iran,
2023-10-10,5.0,Rachuj,
2023-10-10,4.0,Wazon,
2023-10-10,3.0,Lewica,
2023-10-10,2.0,Kochasz,
2023-10-10,1.0,Konopa,
2023-10-10,50.0,#debata,
2023-10-10,49.0,Morawiecki,
2023-10-10,48.0,Hołownia,
2023-10-10,47.0,Bosak,
2023-10-10,46.0,Izraela,
2023-10-10,45.0,Hamas,
2023-10-10,44.0,#TylkoPiS,
2023-10-10,43.0,Rachoń,
2023-10-10,42.0,#Pandoragate,
2023-10-10,41.0,Gazy,
2023-10-10,40.0,Pinokio,
2023-10-10,39.0,Wielgus,
2023-10-10,38.0,Palestyńczyków,
2023-10-10,37.0,Pytania,
2023-10-10,36.0,Porządny,
2023-10-10,35.0,Palestyny,
2023-10-10,34.0,Krzysztof Maj,
2023-10-10,33.0,Żydzi,
2023-10-10,32.0,#WybierzPiS,
2023-10-10,31.0,Kraśnika,
2023-10-10,30.0,bezpartyjnych,
2023-10-10,29.0,Gaza,
2023-10-10,28.0,banda rudego,
2023-10-10,27.0,Gazie,
2023-10-10,26.0,Woronicza,
2023-10-10,25.0,#legrcz,
2023-10-10,24.0,Żydów,
2023-10-10,23.0,Palestyńczycy,
2023-10-10,22.0,Pakuj,
2023-10-10,21.0,Madison,
2023-10-10,20.0,Iran,
2023-10-10,19.0,ibris,
2023-10-10,18.0,Wygrał,
2023-10-10,17.0,Wypadł,
2023-10-10,16.0,Miłego,
2023-10-10,15.0,wale miedzeszyńskim,
2023-10-10,14.0,Pan Maj,
2023-10-10,13.0,Konopa,
2023-10-10,12.0,Bliskim Wschodzie,
2023-10-10,11.0,rzońca,
2023-10-10,10.0,libii,
2023-10-10,9.0,Egipt,
2023-10-10,8.0,Rachuj,
2023-10-10,7.0,Lewica,
2023-10-10,6.0,Wazon,
2023-10-10,5.0,Matiego,
2023-10-10,4.0,Danuta,
2023-10-10,3.0,Kochasz,
2023-10-10,2.0,Jadzia,
2023-10-10,1.0,Przysusze,
2023-10-10,50.0,#Debata,
2023-10-10,49.0,Morawiecki,
2023-10-10,48.0,Hołownia,
2023-10-10,47.0,Tusk,
2023-10-10,46.0,Bosak,
2023-10-10,45.0,Izraela,
2023-10-10,44.0,Hamas,
2023-10-10,43.0,Rachoń,
2023-10-10,42.0,#TylkoPiS,
2023-10-10,41.0,#Pandoragate,
2023-10-10,40.0,Gazy,
2023-10-10,39.0,Pinokio,
2023-10-10,38.0,Wielgus,
2023-10-10,37.0,Palestyńczyków,
2023-10-10,36.0,Pytania,
2023-10-10,35.0,Palestyny,
2023-10-10,34.0,Krzysztof Maj,
2023-10-10,33.0,Żydzi,
2023-10-10,32.0,#wybierzpis,
2023-10-10,31.0,Kraśnika,
2023-10-10,30.0,Bezpartyjnych,
2023-10-10,29.0,Gazie,
2023-10-10,28.0,Gaza,
2023-10-10,27.0,banda rudego,
2023-10-10,26.0,Woronicza,
2023-10-10,25.0,Żydów,
2023-10-10,24.0,#legrcz,
2023-10-10,23.0,Palestyńczycy,
2023-10-10,22.0,Pakuj,
2023-10-10,21.0,Wygrał,
2023-10-10,20.0,pan maj,
2023-10-10,19.0,rachuj,
2023-10-10,18.0,Madison,
2023-10-10,17.0,wazon,
2023-10-10,16.0,Iran,
2023-10-10,15.0,ibris,
2023-10-10,14.0,Wypadł,
2023-10-10,13.0,wale miedzeszyńskim,
2023-10-10,12.0,Konopa,
2023-10-10,11.0,Bliskim Wschodzie,
2023-10-10,10.0,Egipt,
2023-10-10,9.0,pani danuta,
2023-10-10,8.0,Lewica,
2023-10-10,7.0,rzońca,
2023-10-10,6.0,libii,
2023-10-10,5.0,Matiego,
2023-10-10,4.0,Hezbollah,
2023-10-10,3.0,Przysusze,
2023-10-10,2.0,libanu,
2023-10-10,1.0,Pinokiem,
2023-10-10,50.0,#debata,
2023-10-10,49.0,Morawiecki,
2023-10-10,48.0,Hołownia,
2023-10-10,47.0,Tusk,
2023-10-10,46.0,Bosak,
2023-10-10,45.0,Izraela,
2023-10-10,44.0,Hamas,
2023-10-10,43.0,#TylkoPiS,
2023-10-10,42.0,Rachoń,
2023-10-10,41.0,#Pandoragate,
2023-10-10,40.0,Gazy,
2023-10-10,39.0,Pinokio,
2023-10-10,38.0,Wielgus,
2023-10-10,37.0,Palestyńczyków,
2023-10-10,36.0,pytania,
2023-10-10,35.0,Palestyny,
2023-10-10,34.0,Krzysztof Maj,
2023-10-10,33.0,Żydzi,
2023-10-10,32.0,kraśnika,
2023-10-10,31.0,woronicza,
2023-10-10,30.0,#wybierzpis,
2023-10-10,29.0,Gazie,
2023-10-10,28.0,Gaza,
2023-10-10,27.0,Bezpartyjnych,
2023-10-10,26.0,banda rudego,
2023-10-10,25.0,Palestyńczycy,
2023-10-10,24.0,Żydów,
2023-10-10,23.0,#legrcz,
2023-10-10,22.0,konopa,
2023-10-10,21.0,Wygrał,
2023-10-10,20.0,Wypadł,
2023-10-10,19.0,bliskim wschodzie,
2023-10-10,18.0,pan maj,
2023-10-10,17.0,rachuj,
2023-10-10,16.0,Pakuj,
2023-10-10,15.0,Madison,
2023-10-10,14.0,wazon,
2023-10-10,13.0,Iran,
2023-10-10,12.0,ibris,
2023-10-10,11.0,wale miedzeszyńskim,
2023-10-10,10.0,matiego,
2023-10-10,9.0,Egipt,
2023-10-10,8.0,pani danuta,
2023-10-10,7.0,Lewica,
2023-10-10,6.0,rzońca,
2023-10-10,5.0,libii,
2023-10-10,4.0,prowadzący,
2023-10-10,3.0,pinokiem,
2023-10-10,2.0,jadzia,
2023-10-10,1.0,grażyny,
2023-10-10,50.0,#debata,
2023-10-10,49.0,Morawiecki,
2023-10-10,48.0,Hołownia,
2023-10-10,47.0,Tusk,
2023-10-10,46.0,Bosak,
2023-10-10,45.0,Izraela,
2023-10-10,44.0,Hamas,
2023-10-10,43.0,Rachoń,
2023-10-10,42.0,#TylkoPiS,
2023-10-10,41.0,#Pandoragate,
2023-10-10,40.0,Gazy,
2023-10-10,39.0,Pinokio,
2023-10-10,38.0,Wielgus,
2023-10-10,37.0,Palestyńczyków,
2023-10-10,36.0,Pytania,
2023-10-10,35.0,Palestyny,
2023-10-10,34.0,krzysztof maj,
2023-10-10,33.0,Żydzi,
2023-10-10,32.0,Kraśnika,
2023-10-10,31.0,woronicza,
2023-10-10,30.0,#wybierzpis,
2023-10-10,29.0,Gazie,
2023-10-10,28.0,Gaza,
2023-10-10,27.0,Bezpartyjnych,
2023-10-10,26.0,banda rudego,
2023-10-10,25.0,Palestyńczycy,
2023-10-10,24.0,Żydów,
2023-10-10,23.0,#legrcz,
2023-10-10,22.0,konopa,
2023-10-10,21.0,Wygrał,
2023-10-10,20.0,Wypadł,
2023-10-10,19.0,Pakuj,
2023-10-10,18.0,Bliskim Wschodzie,
2023-10-10,17.0,Pan Maj,
2023-10-10,16.0,rachuj,
2023-10-10,15.0,Madison,
2023-10-10,14.0,wazon,
2023-10-10,13.0,Iran,
2023-10-10,12.0,ibris,
2023-10-10,11.0,wale miedzeszyńskim,
2023-10-10,10.0,Matiego,
2023-10-10,9.0,Egipt,
2023-10-10,8.0,pani danuta,
2023-10-10,7.0,Lewica,
2023-10-10,6.0,rzońca,
2023-10-10,5.0,libii,
2023-10-10,4.0,prowadzący,
2023-10-10,3.0,Pinokiem,
2023-10-10,2.0,jadzia,
2023-10-10,1.0,Grażyny,
2023-10-10,50.0,#Debata,
2023-10-10,49.0,Morawiecki,
2023-10-10,48.0,Hołownia,
2023-10-10,47.0,Tusk,
2023-10-10,46.0,Bosak,
2023-10-10,45.0,Izraela,
2023-10-10,44.0,Hamas,
2023-10-10,43.0,Rachoń,
2023-10-10,42.0,#TylkoPiS,
2023-10-10,41.0,#Pandoragate,
2023-10-10,40.0,Gazy,
2023-10-10,39.0,Pinokio,
2023-10-10,38.0,Wielgus,
2023-10-10,37.0,Palestyńczyków,
2023-10-10,36.0,Pytania,
2023-10-10,35.0,Palestyny,
2023-10-10,34.0,Krzysztof Maj,
2023-10-10,33.0,Żydzi,
2023-10-10,32.0,Kraśnika,
2023-10-10,31.0,Woronicza,
2023-10-10,30.0,#wybierzpis,
2023-10-10,29.0,Gazie,
2023-10-10,28.0,Gaza,
2023-10-10,27.0,Żydów,
2023-10-10,26.0,Bezpartyjnych,
2023-10-10,25.0,banda rudego,
2023-10-10,24.0,Palestyńczycy,
2023-10-10,23.0,#legrcz,
2023-10-10,22.0,Konopa,
2023-10-10,21.0,Pakuj,
2023-10-10,20.0,Wygrał,
2023-10-10,19.0,Wypadł,
2023-10-10,18.0,Bliskim Wschodzie,
2023-10-10,17.0,Pan Maj,
2023-10-10,16.0,Rachuj,
2023-10-10,15.0,Madison,
2023-10-10,14.0,Wazon,
2023-10-10,13.0,Iran,
2023-10-10,12.0,ibris,
2023-10-10,11.0,Lewica,
2023-10-10,10.0,wale miedzeszyńskim,
2023-10-10,9.0,Matiego,
2023-10-10,8.0,Egipt,
2023-10-10,7.0,Pani Danuta,
2023-10-10,6.0,rzońca,
2023-10-10,5.0,libii,
2023-10-10,4.0,prowadzący,
2023-10-10,3.0,Pinokiem,
2023-10-10,2.0,jadzia,
2023-10-10,1.0,Grażyny,
2023-10-10,50.0,#Debata,
2023-10-10,49.0,Morawiecki,
2023-10-10,48.0,Hołownia,
2023-10-10,47.0,Tusk,
2023-10-10,46.0,Bosak,
2023-10-10,45.0,Izraela,
2023-10-10,44.0,Hamas,
2023-10-10,43.0,Rachoń,
2023-10-10,42.0,#TylkoPiS,
2023-10-10,41.0,#Pandoragate,
2023-10-10,40.0,Gazy,
2023-10-10,39.0,Pinokio,
2023-10-10,38.0,Wielgus,
2023-10-10,37.0,Palestyńczyków,
2023-10-10,36.0,Pytania,
2023-10-10,35.0,Palestyny,
2023-10-10,34.0,Krzysztof Maj,
2023-10-10,33.0,Żydzi,
2023-10-10,32.0,Kraśnika,
2023-10-10,31.0,Woronicza,
2023-10-10,30.0,#wybierzpis,
2023-10-10,29.0,Gazie,
2023-10-10,28.0,Gaza,
2023-10-10,27.0,Żydów,
2023-10-10,26.0,Bezpartyjnych,
2023-10-10,25.0,Banda Rudego,
2023-10-10,24.0,Palestyńczycy,
2023-10-10,23.0,#legrcz,
2023-10-10,22.0,Konopa,
2023-10-10,21.0,Pakuj,
2023-10-10,20.0,Wygrał,
2023-10-10,19.0,Wypadł,
2023-10-10,18.0,Bliskim Wschodzie,
2023-10-10,17.0,Pan Maj,
2023-10-10,16.0,Rachuj,
2023-10-10,15.0,Madison,
2023-10-10,14.0,Iran,
2023-10-10,13.0,Wazon,
2023-10-10,12.0,ibris,
2023-10-10,11.0,Lewica,
2023-10-10,10.0,Egipt,
2023-10-10,9.0,wale miedzeszyńskim,
2023-10-10,8.0,Matiego,
2023-10-10,7.0,Pani Danuta,
2023-10-10,6.0,TVPiS,
2023-10-10,5.0,Rzońca,
2023-10-10,4.0,libii,
2023-10-10,3.0,Słowacji,
2023-10-10,2.0,Prowadzący,
2023-10-10,1.0,Pinokiem,
2023-10-10,50.0,Tusk,
2023-10-10,49.0,Morawiecki,
2023-10-10,48.0,Hołownia,
2023-10-10,47.0,#debata,
2023-10-10,46.0,Bosak,
2023-10-10,45.0,Pinokio,
2023-10-10,44.0,Rachoń,
2023-10-10,43.0,#TylkoPiS,
2023-10-10,42.0,Pakuj,
2023-10-10,41.0,Wielgus,
2023-10-10,40.0,Wygrał,
2023-10-10,39.0,Kraśnika,
2023-10-10,38.0,Pytania,
2023-10-10,37.0,Krzysztof Maj,
2023-10-10,36.0,Lotos,
2023-10-10,35.0,Rudy,
2023-10-10,34.0,Szymek,
2023-10-10,33.0,Bambik,
2023-10-10,32.0,Madison,
2023-10-10,31.0,Ronaldo,
2023-10-10,30.0,Mati,
2023-10-10,29.0,Rachuj,
2023-10-10,28.0,POPiS,
2023-10-10,27.0,Donek,
2023-10-10,26.0,Przysusze,
2023-10-09,50.0,Tusk,
2023-10-09,49.0,Morawiecki,
2023-10-09,48.0,#debata,
2023-10-09,47.0,Hołownia,
2023-10-09,46.0,Bosak,
2023-10-09,45.0,Rachoń,
2023-10-09,44.0,Pinokio,
2023-10-09,43.0,#TylkoPiS,
2023-10-09,42.0,Wielgus,
2023-10-09,41.0,Pytania,
2023-10-09,40.0,Krzysztof Maj,
2023-10-09,39.0,Wygrał,
2023-10-09,38.0,Kraśnika,
2023-10-09,37.0,Pakuj,
2023-10-09,36.0,Bezpartyjnych,
2023-10-09,35.0,Wypadł,
2023-10-09,34.0,TVPiS,
2023-10-09,33.0,Rachuj,
2023-10-09,32.0,Bambik,
2023-10-09,31.0,Wazon,
2023-10-09,30.0,Jadzia,
2023-10-09,29.0,Trzecia Droga,
2023-10-09,28.0,Obiektywnie,
2023-10-09,27.0,madison,
2023-10-09,26.0,Mati,
2023-10-09,25.0,Obaj,
2023-10-09,24.0,Opozycja,
2023-10-09,23.0,Ronaldo,
2023-10-09,22.0,Pan Maj,
2023-10-09,21.0,Szymek,
2023-10-09,20.0,Banda Rudego,
2023-10-09,19.0,Pani Danuta,
2023-10-09,18.0,Przysusze,
2023-10-09,17.0,Pinokiem,
2023-10-09,16.0,Rudy,
2023-10-09,15.0,Lotosu,
2023-10-09,14.0,Wiadomości,
2023-10-09,13.0,Joanka,
2023-10-09,12.0,POPiS,
2023-10-09,11.0,Donek,
2023-10-09,10.0,Prowadzący,
2023-10-09,9.0,Kaczyńskim,
2023-10-09,8.0,Dzban,
2023-10-09,7.0,Lidlu,
2023-10-09,6.0,Ryży,
2023-10-09,5.0,#5sosgliwice,
2023-10-09,4.0,Maja,
2023-10-09,3.0,Największy,
2023-10-09,2.0,#SerceMamPoLewej,
2023-10-09,1.0,PO-PSL,
2023-10-09,50.0,#debata,
2023-10-09,49.0,Tusk,
2023-10-09,48.0,Morawiecki,
2023-10-09,47.0,Hołownia,
2023-10-09,46.0,Bosak,
2023-10-09,45.0,Rachoń,
2023-10-09,44.0,Pinokio,
2023-10-09,43.0,#TylkoPiS,
2023-10-09,42.0,Wielgus,
2023-10-09,41.0,Pytania,
2023-10-09,40.0,Krzysztof Maj,
2023-10-09,39.0,Kraśnika,
2023-10-09,38.0,Wygrał,
2023-10-09,37.0,Bezpartyjnych,
2023-10-09,36.0,Wypadł,
2023-10-09,35.0,Pan Maj,
2023-10-09,34.0,TVPiS,
2023-10-09,33.0,Wazon,
2023-10-09,32.0,Trzecia Droga,
2023-10-09,31.0,Rachuj,
2023-10-09,30.0,Ronaldo,
2023-10-09,29.0,Bambik,
2023-10-09,28.0,Banda Rudego,
2023-10-09,27.0,Mati,
2023-10-09,26.0,Szymek,
2023-10-09,25.0,Pakuj,
2023-10-09,24.0,Pani Danuta,
2023-10-09,23.0,Opozycja,
2023-10-09,22.0,Lotos,
2023-10-09,21.0,Pinokiem,
2023-10-09,20.0,Obiektywnie,
2023-10-09,19.0,Prowadzący,
2023-10-09,18.0,POPiS,
2023-10-09,17.0,Wiadomości,
2023-10-09,16.0,Donek,
2023-10-09,15.0,madison,
2023-10-09,14.0,Obaj,
2023-10-09,13.0,Lidlu,
2023-10-09,12.0,Joanka,
2023-10-09,11.0,Przysusze,
2023-10-09,10.0,Aśka,
2023-10-09,9.0,Rudy,
2023-10-09,8.0,Dzban,
2023-10-09,7.0,#SerceMamPoLewej,
2023-10-09,6.0,#Lewica,
2023-10-09,5.0,Maja,
2023-10-09,4.0,#5sosgliwice,
2023-10-09,3.0,Polsacie,
2023-10-09,2.0,PO-PSL,
2023-10-09,1.0,Ryży,
2023-10-09,50.0,#debata,
2023-10-09,49.0,Tusk,
2023-10-09,48.0,Morawiecki,
2023-10-09,47.0,Hołownia,
2023-10-09,46.0,Bosak,
2023-10-09,45.0,Rachoń,
2023-10-09,44.0,#TylkoPiS,
2023-10-09,43.0,Pinokio,
2023-10-09,42.0,Wielgus,
2023-10-09,41.0,Pytania,
2023-10-09,40.0,Krzysztof Maj,
2023-10-09,39.0,Bezpartyjnych,
2023-10-09,38.0,Pan Maj,
2023-10-09,37.0,Ronaldo,
2023-10-09,36.0,Kraśnika,
2023-10-09,35.0,Mati,
2023-10-09,34.0,Rudego,
2023-10-09,33.0,Rachuj,
2023-10-09,32.0,Trzecia Droga,
2023-10-09,31.0,Wypadł,
2023-10-09,30.0,Bambik,
2023-10-09,29.0,Wiadomości,
2023-10-09,28.0,Lidlu,
2023-10-09,27.0,Szymek,
2023-10-09,26.0,Wygrał,
2023-10-09,25.0,Obiektywnie,
2023-10-09,24.0,#TVPiS,
2023-10-09,23.0,madison,
2023-10-09,22.0,Donek,
2023-10-09,21.0,Prowadzący,
2023-10-09,20.0,Joanka,
2023-10-09,19.0,Pakuj,
2023-10-09,18.0,Lotosu,
2023-10-09,17.0,Opozycja,
2023-10-09,16.0,Dzban,
2023-10-09,15.0,Aśka,
2023-10-09,14.0,Przysusze,
2023-10-09,13.0,Obaj,
2023-10-09,12.0,Piotr Zieliński,
2023-10-09,11.0,#SerceMamPoLewej,
2023-10-09,10.0,#Lewica,
2023-10-09,9.0,Maja,
2023-10-09,8.0,Bezpieczna Polska,
2023-10-09,7.0,Grażyna,
2023-10-09,6.0,PO-PSL,
2023-10-09,5.0,Polsacie,
2023-10-09,4.0,Woronicza,
2023-10-09,3.0,Ryży,
2023-10-09,2.0,Kowal,
2023-10-09,1.0,Gaza,
2023-10-09,50.0,#debata,
2023-10-09,49.0,Morawiecki,
2023-10-09,48.0,Tusk,
2023-10-09,47.0,Hołownia,
2023-10-09,46.0,Bosak,
2023-10-09,45.0,Rachoń,
2023-10-09,44.0,#TylkoPiS,
2023-10-09,43.0,Pinokio,
2023-10-09,42.0,Pytania,
2023-10-09,41.0,Wielgus,
2023-10-09,40.0,Krzysztof Maj,
2023-10-09,39.0,Ronaldo,
2023-10-09,38.0,Kraśnika,
2023-10-09,37.0,Banda Rudego,
2023-10-09,36.0,Bezpartyjnych,
2023-10-09,35.0,Rachuj,
2023-10-09,34.0,#TVPiS,
2023-10-09,33.0,Lidlu,
2023-10-09,32.0,Joanka,
2023-10-09,31.0,Przysusze,
2023-10-09,30.0,Mateusza,
2023-10-09,29.0,madison,
2023-10-09,28.0,Donalda,
2023-10-09,27.0,Piotr Zieliński,
2023-10-09,26.0,Lotosu,
2023-10-09,25.0,#SerceMamPoLewej,
2023-10-09,24.0,Bezpieczna Polska,
2023-10-09,23.0,Grażyna,
2023-10-09,22.0,PO-PSL,
2023-10-09,21.0,Woronicza,
2023-10-09,20.0,Gazie,
2023-10-09,19.0,Kowal,
2023-10-09,18.0,Gaza,
2023-10-09,17.0,#5sosgliwice,
2023-10-09,16.0,Egipt,
2023-10-09,50.0,#debata,
2023-10-09,49.0,Izraela,
2023-10-09,48.0,#Pandoragate,
2023-10-09,47.0,Hamas,
2023-10-09,46.0,#TylkoPiS,
2023-10-09,45.0,#WszyscyZTuskiem,
2023-10-09,44.0,Palestyńczyków,
2023-10-09,43.0,Gazy,
2023-10-09,42.0,Żydzi,
2023-10-09,41.0,Konopa,
2023-10-09,40.0,Woronicza,
2023-10-09,39.0,Żydów,
2023-10-09,38.0,Rachonia,
2023-10-09,37.0,#BezpiecznaPolskaWieś,
2023-10-09,36.0,Gaza,
2023-10-09,35.0,Przysusze,
2023-10-09,34.0,Gazie,
2023-10-09,33.0,Iran,
2023-10-09,32.0,Bliskim Wschodzie,
2023-10-09,31.0,TAEMIN,
2023-10-09,30.0,Piotr Zieliński,
2023-10-09,29.0,Gratulacje,
2023-10-09,28.0,Libii,
2023-10-09,27.0,Rzońca,
2023-10-09,26.0,Egipt,
2023-10-09,25.0,Wale Miedzeszyńskim,
2023-10-09,24.0,Netanjahu,
2023-10-09,23.0,Kowal,
2023-10-09,22.0,IBRiS,
2023-10-09,21.0,Raw Air,
2023-10-09,20.0,kovacicia,
2023-10-09,19.0,Grażyny,
2023-10-09,18.0,Palestinian,
2023-10-09,17.0,Arabowie,
2023-10-09,16.0,Boguś,
2023-10-09,15.0,Herkulesy,
2023-10-09,14.0,Libanu,
2023-10-09,13.0,Tel Awiwie,
2023-10-09,12.0,Toster,
2023-10-09,11.0,Kounde,
2023-10-09,10.0,Morawiecki,
2023-10-09,9.0,Hezbollah,
2023-10-09,8.0,Boeing,
2023-10-09,7.0,ferrana,
2023-10-09,6.0,Bogdana,
2023-10-09,5.0,Rajd Polski,
2023-10-09,4.0,Łukaszenka,
2023-10-09,3.0,TVP Polonia,
2023-10-09,2.0,Tel Awiwu,
2023-10-09,1.0,Ewakuacja Polaków,
2023-10-09,50.0,Izraela,
2023-10-09,49.0,#Pandoragate,
2023-10-09,48.0,Hamas,
2023-10-09,47.0,Palestyńczyków,
2023-10-09,46.0,#WszyscyZTuskiem,
2023-10-09,45.0,Gazy,
2023-10-09,44.0,Konopa,
2023-10-09,43.0,Żydzi,
2023-10-09,42.0,Woronicza,
2023-10-09,41.0,Żydów,
2023-10-09,40.0,#strefastarcia,
2023-10-09,39.0,#legrcz,
2023-10-09,38.0,#debata,
2023-10-09,37.0,Gaza,
2023-10-09,36.0,Iran,
2023-10-09,35.0,Piotr Zieliński,
2023-10-09,34.0,Gazie,
2023-10-09,33.0,Bliskim Wschodzie,
2023-10-09,32.0,TAEMIN,
2023-10-09,31.0,Rzońca,
2023-10-09,30.0,Libii,
2023-10-09,29.0,Grażyna,
2023-10-09,28.0,Gratulacje,
2023-10-09,27.0,Netanjahu,
2023-10-09,26.0,kowal,
2023-10-09,25.0,Wale Miedzeszyńskim,
2023-10-09,24.0,IBRiS,
2023-10-09,23.0,Egipt,
2023-10-09,22.0,Palestinian,
2023-10-09,21.0,kovacicia,
2023-10-09,20.0,Arabowie,
2023-10-09,19.0,Herkulesy,
2023-10-09,18.0,Tel Awiwie,
2023-10-09,17.0,Bogdan,
2023-10-09,16.0,Libanu,
2023-10-09,15.0,Kounde,
2023-10-09,14.0,Brawo Michał,
2023-10-09,13.0,Morawiecki,
2023-10-09,12.0,Hezbollah,
2023-10-09,11.0,guala,
2023-10-09,10.0,toster,
2023-10-09,9.0,Przysusze,
2023-10-09,8.0,Boeing,
2023-10-09,7.0,ferrana,
2023-10-09,6.0,Kołodziejczaka,
2023-10-09,5.0,Boguś,
2023-10-09,4.0,Rajd Polski,
2023-10-09,3.0,Przysuchy,
2023-10-09,2.0,T-55,
2023-10-09,1.0,Łukaszenka,
2023-10-09,50.0,Izraela,
2023-10-09,49.0,#Pandoragate,
2023-10-09,48.0,Hamas,
2023-10-09,47.0,Palestyńczyków,
2023-10-09,46.0,Gazy,
2023-10-09,45.0,#WszyscyZTuskiem,
2023-10-09,44.0,Konopa,
2023-10-09,43.0,Żydzi,
2023-10-09,42.0,Żydów,
2023-10-09,41.0,#strefastarcia,
2023-10-09,40.0,Woronicza,
2023-10-09,39.0,#WybierzPiS,
2023-10-09,38.0,#legrcz,
2023-10-09,37.0,Iran,
2023-10-09,36.0,Piotr Zieliński,
2023-10-09,35.0,Gaza,
2023-10-09,34.0,Gazie,
2023-10-09,33.0,Bliskim Wschodzie,
2023-10-09,32.0,Rzońca,
2023-10-09,31.0,Grażyna,
2023-10-09,30.0,Libii,
2023-10-09,29.0,IBRiS,
2023-10-09,28.0,Netanjahu,
2023-10-09,27.0,Kowal,
2023-10-09,26.0,Palestinian,
2023-10-09,25.0,kovacicia,
2023-10-09,24.0,Egipt,
2023-10-09,23.0,herculesy,
2023-10-09,22.0,Bogdan,
2023-10-09,21.0,Wale Miedzeszyńskim,
2023-10-09,20.0,Arabowie,
2023-10-09,19.0,Tel Awiwie,
2023-10-09,18.0,Maryla Rodowicz,
2023-10-09,17.0,Rosołek,
2023-10-09,16.0,Libanu,
2023-10-09,15.0,guala,
2023-10-09,14.0,Kounde,
2023-10-09,13.0,Hezbollah,
2023-10-09,12.0,Boeing,
2023-10-09,11.0,Ferran,
2023-10-09,10.0,Łukaszenka,
2023-10-09,9.0,Rajd Polski,
2023-10-09,8.0,Hamburgu,
2023-10-09,7.0,T-55,
2023-10-09,6.0,augustyniak,
2023-10-09,5.0,Tel Awiwu,
2023-10-09,4.0,Toster,
2023-10-09,3.0,Olciak,
2023-10-09,2.0,Korwina,
2023-10-09,1.0,Polsatu,
2023-10-09,50.0,#Pandoragate,
2023-10-09,49.0,Izraela,
2023-10-09,48.0,Hamas,
2023-10-09,47.0,Palestyńczyków,
2023-10-09,46.0,Gazy,
2023-10-09,45.0,Konopa,
2023-10-09,44.0,#WszyscyZTuskiem,
2023-10-09,43.0,Żydzi,
2023-10-09,42.0,Żydów,
2023-10-09,41.0,#LEGRCZ,
2023-10-09,40.0,#strefastarcia,
2023-10-09,39.0,#WybierzPiS,
2023-10-09,38.0,Woronicza,
